Publication Type,Authors,Article Title,Source Title,Language,Document Type,Author Keywords,Keywords Plus,Abstract,"Type (research, intervention, review)",Country,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas
J,"Grodsky, SM; Jennelle, CS; Drake, D; Virzi, T",Bat Mortality at a Wind-Energy Facility in Southeastern Wisconsin,WILDLIFE SOCIETY BULLETIN,English,Article,bat fatalities; mortality estimation; white-nose syndrome; wind facilities,MIGRATORY BATS; FATALITIES; PATTERNS; TURBINES; IMPACTS; POWER,"The wind-energy industry is rapidly developing worldwide as a viable renewable power option to offset high economic and environmental costs of fossil fuel consumption and nuclear power generation. Evidence suggests bats are more likely to be negatively affected by wind facilities than are birds. Studies have shown that significant bat mortality occurs at wind facilities, yet our understanding of the concomitant drivers of these events is limited. Our objectives were to assess the impact of a wind facility in southeastern Wisconsin, USA, on migratory and non-migratory and/or short-distance migrant bats by 1) estimating mortality, 2) recording species composition of mortality cases, and 3) determining the correlative variables associated with bat mortality events. We estimated 4,454 total bats, 3,019 migratory and 912 non-migratory and/or short-distance migrant bats were killed, respectively, over 277 search days during two spring and two autumn study periods, 2008-2010. We found bat mortality was strongly linked to migration. Approximately one-quarter of all bat mortality consisted of non-migratory big brown bats (Eptesicus fuscus) and short-distance migrant little brown bats (Myotis lucifugus), which is higher than many previous studies, supported by similar studies in the Midwest, and of concern due to these species' susceptibility to white-nose syndrome. We determined weanling mice were suitable surrogates for bat carcasses in scavenger removal trials. We found temperature was positively related to bat mortality, which indicates a possible link with prey availability. We encourage standardization in search and statistical methods across studies and acknowledgment of migratory and non-migratory and/or short-distance migrant bat mortality at wind facilities in agricultural landscapes. (c) 2012 The Wildlife Society.",research,United States of America,41,15,15,2,37,WILDLIFE SOC B,Wildl. Soc. Bull.,DEC,2012,36,4,10.1002/wsb.191,http://dx.doi.org/10.1002/wsb.191,,,11,Biodiversity Conservation,Science Citation Index Expanded (SCI-EXPANDED),Biodiversity & Conservation
J,"Smallwood, KS; Bell, DA; Standish, S",Dogs Detect Larger Wind Energy Effects on Bats and Birds,JOURNAL OF WILDLIFE MANAGEMENT,English,Article,Altamont Pass; bats; carcass detection trials; detection dogs; fatality monitoring; small birds; wind farm,FATALITIES; CARCASSES; FARMS; AREAS,"As wind turbine-caused mortality of birds and bats increases with increasing wind energy capacity, accurate fatality estimates are needed to assess effects, identify collision factors, and formulate mitigation. Finding a larger proportion of collision victims reduces the magnitude of adjustment for the proportion not found, thus reducing opportunities for bias. We tested detection dogs in trials of bat and small-bird carcasses placed randomly in routine fatality monitoring at the Buena Vista and Golden Hills Wind Energy projects, California, USA, 2017. Of trial carcasses placed and confirmed available before next-day fatality searches, dogs detected 96% of bats and 90% of small birds, whereas humans at a neighboring wind project detected 6% of bats and 30% of small birds. At Golden Hills dogs found 71 bat fatalities in 55 searches compared to 1 bat found by humans in 69 searches within the same search plots over the same season. Dog detection rates of trial carcasses remained unchanged with distance from turbine, and dogs found more fatalities than did humans at greater distances from turbines. Patterns of fatalities found by dogs within search plots indicated 20% of birds and 4-14% of bats remained undetected outside search plots at Buena Vista and Golden Hills. Dogs also increased estimates of carcass persistence by finding detection trial carcasses that the trial administrator had erroneously concluded were removed. Compared to human searches, dog searches resulted in fatality estimates up to 6.4 and 2.7 times higher for bats and small birds, respectively, along with higher relative precision and >90% lower cost per fatality detection. (c) 2020 The Authors. The Journal of Wildlife Management published by Wiley Periodicals, Inc. on behalf of The Wildlife Society.",research,United States of America,36,16,17,0,16,J WILDLIFE MANAGE,J. Wildl. Manage.,JUL,2020,84,5,10.1002/jwmg.21863,http://dx.doi.org/10.1002/jwmg.21863,,20-Mar,13,Ecology; Zoology,Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology; Zoology
J,"Peron, G; Hines, JE; Nichols, JD; Kendall, WL; Peters, KA; Mizrahi, DS",Estimation of bird and bat mortality at wind-power farms with superpopulation models,JOURNAL OF APPLIED ECOLOGY,English,Article,bioeconomic models; carcass search; Eastern red bat; Golden eagle; Hoary bat; optimal sampling design; superpopulation; wildlife fatalities; wind power; wind turbines,CAPTURE-RECAPTURE MODELS; JOLLY-SEBER MODEL; FATALITY; PROBABILITY; TURBINES,"1. Collision of birds and bats with turbines in utility-scale wind farms is an increasing cause of concern. 2. Carcass counts conducted to quantify the take' of protected species need to be corrected for carcass persistence probability (removal by scavengers and decay) and detection probability (searcher efficiency). These probabilities may vary with time since death, because of intrinsic changes in carcass properties with age and of heterogeneity (preferential removal of easy-to-detect carcasses). 3. In this article, we describe the use of superpopulation capture-recapture models to perform the required corrections to the raw count data. We review how to make such models age specific and how to combine trial experiments with carcass searches in order to accommodate the fact that carcasses are stationary (which affects the detection process). 4. We derive information about optimal sampling design (proportion of the turbines to sample, number of sampling occasions, interval between sampling occasions) and use simulations to illustrate the expected precision of mortality estimates. We analyse data from a small wind farm in New Jersey, in which we find the estimated number of fatalities to be twice the number of carcasses found. 5. Synthesis and applications. Our approach to estimation of wind farm mortality based on data from carcass surveys is flexible and can accommodate a range of different sampling designs and biological hypotheses. Resulting mortality estimates can be used (1) to quantify the required amount of compensation actions, (2) to inform mortality projections for proposed wind development sites and (3) to inform decisions about management of existing wind farms.",research,United States of America,33,33,34,1,188,J APPL ECOL,J. Appl. Ecol.,AUG,2013,50,4,10.1111/1365-2664.12100,http://dx.doi.org/10.1111/1365-2664.12100,,,10,Biodiversity Conservation; Ecology,Science Citation Index Expanded (SCI-EXPANDED),Biodiversity & Conservation; Environmental Sciences & Ecology
J,"True, MC; Reynolds, RJ; Ford, WM","Monitoring and Modeling Tree Bat (Genera: Lasiurus, Lasionycteris) Occurrence Using Acoustics on Structures off the Mid-Atlantic Coast-Implications for Offshore Wind Development",ANIMALS,English,Article,tree bats; Lasiurus; Lasionycteris; wind turbine collisions; offshore; statistical modeling; monitoring; curtailment; prediction,SMOOTHING PARAMETER; ENERGY FACILITIES; FATALITIES; SELECTION; PATTERNS; BEHAVIOR; TURBINES; ISLAND,"Simple Summary Tree bats are North American bats that day-roost in trees year-round and undertake seasonal migration in lieu of hibernation. These bats have been shown to be highly susceptible to collisions with wind energy turbines and are known to fly offshore during migration. Therefore, as offshore wind energy expands off the eastern U.S. coast, there is some concern about potential impacts. We monitored bats in coastal Virginia, USA, using acoustic monitors-devices that collect the unique echolocation call signatures of bat species. We found that nightly tree bat visitation offshore or on barrier islands was associated with wind speed, temperature, visibility, and seasonality. Using statistical modeling, we developed a predictive tool to assess occurrence probabilities at varying levels of wind speed, temperature, and seasonality. Probability of occurrence and therefore assumed risk to collision is highest on high temperature and visibility nights, low wind speed nights, and during the spring and fall seasons. We suggest a similar modeling regime could be used to predict the occurrence of bats at offshore wind sites to inform potential mitigation efforts. In eastern North America, tree bats (Genera: Lasiurus and Lasionycteris) are highly susceptible to collisions with wind energy turbines and are known to fly offshore during migration. This raises concern about ongoing expansion of offshore wind-energy development off the Atlantic Coast. Season, atmospheric conditions, and site-level characteristics such as local habitat (e.g., forest coverage) have been shown to influence wind turbine collision rates by bats onshore, and therefore may be related to risk offshore. Therefore, to assess the factors affecting coastal presence of bats, we continuously gathered tree bat occurrence data using stationary acoustic recorders on five structures (four lighthouses on barrier islands and one light tower offshore) off the coast of Virginia, USA, across all seasons, 2012-2019. We used generalized additive models to describe tree bat occurrence on a nightly basis. We found that sites either indicated maternity or migratory seasonal occurrence patterns associated with local roosting resources, i.e., presence of trees. Across all sites, nightly occurrence was negatively related to wind speed and positively related to temperature and visibility. Using predictive performance metrics, we concluded that our model was highly predictive for the Virginia coast. Our findings were consistent with other studies-tree bat occurrence probability and presumed mortality risk to offshore wind-energy collisions is highest on low wind speed nights, high temperature and visibility nights, and during spring and fall. The high predictive model performance we observed provides a basis for which managers, using a similar monitoring and modeling regime, could develop an effective curtailment-based mitigation strategy.",research,United States of America,95,4,4,4,7,ANIMALS-BASEL,Animals,NOV,2021,11,11,10.3390/ani11113146,http://dx.doi.org/10.3390/ani11113146,,,18,"Agriculture, Dairy & Animal Science; Veterinary Sciences; Zoology",Science Citation Index Expanded (SCI-EXPANDED),Agriculture; Veterinary Sciences; Zoology
J,"Prakash, S; Markfort, CD",Experimental investigation of aerodynamic characteristics of bat carcasses after collision with a wind turbine,WIND ENERGY SCIENCE,English,Article,,ENERGY DEVELOPMENT; DRAG COEFFICIENT; BIRD; MORTALITY; AREAS,"A large number of bat fatalities have been reported in wind energy facilities in different regions globally. Wind farm operators are required to monitor bat fatalities by conducting carcass surveys at wind farms. A previous study implemented the ballistics model to characterize the carcass fall zone distributions after a bat is struck by turbine blades. The ballistics model considers the aerodynamic drag force term, which is dependent upon the carcass drag coefficient. The bat carcass drag coefficient is highly uncertain; no measurement of it is available. This paper introduces a methodology for bat carcass drag coefficient estimation. Field investigation at Macksburg wind farm resulted in the discovery of three bat species: the hoary bat (Lasiurus cinereus), eastern red bat (Lasiurus borealis), and evening bat (Nycticeius humeralis). Carcass drop experiments were performed from a dropping platform at finite height, and carcass position time series data were recorded using a high-speed camera. Falling carcasses were subjected to aerodynamic drag and gravitational forces. Carcasses were observed to undergo rotation, often rotating around multiple axes simultaneously, as well as lateral translation. The complex fall dynamics, along with drop from a limited height, prohibit the carcasses from attaining terminal velocity. Under this limitation, the drag coefficient is estimated by fitting a ballistics model to the measured velocity. Multivariable optimization was performed to fit the ballistics model to the measured velocity resulting, in an optimized estimate of the drag coefficient. A sensitivity analysis demonstrated significant variation in the drag coefficient with a small change in initial position, highlighting the chaotic nature of carcass fall dynamics Based on the limited sample, the bat carcass drag coefficient and terminal velocity were found to be between 0.70-1.23 and 6.63-17.57 m s(-1), respectively. The maximum distance carcasses are predicted to fall after impact with a typical utility-scale onshore wind turbine was computed using a 2-D ballistics model. Based on the range of drag coefficients found in this study, hoary and evening bats are estimated to fall within the rotor plane up to a maximum distance of 92 and 62 m, respectively, from the wind turbine tower. The ballistics model of carcasses after being struck by wind turbine blades can be used to obtain fall distributions for bats, guide carcass survey efforts, and correct survey data for limited or unsearched areas.",research,United States of America,33,4,4,1,11,WIND ENERGY SCI,Wind Energy Sci.,16-Jun,2020,5,2,10.5194/wes-5-745-2020,http://dx.doi.org/10.5194/wes-5-745-2020,,,14,Green & Sustainable Science & Technology,Emerging Sources Citation Index (ESCI),Science & Technology - Other Topics
J,"Valdez, EW; Cryan, PM",INSECT PREY EATEN BY HOARY BATS (LASIURUS CINEREUS) PRIOR TO FATAL COLLISIONS WITH WIND TURBINES,WESTERN NORTH AMERICAN NATURALIST,English,Article,,FOOD-HABITS; PIPISTRELLUS-NATHUSII; MIGRATION; CHIROPTERA; STRATEGY; DIET,"Wind turbines are being deployed all across the world to meet the growing demand for energy, and in many areas, these turbines are causing the deaths of insectivorous migratory bats. One of the hypothesized causes of bat susceptibility is that bats are attracted to insects on or near the turbines. We examined insect remains in the stomachs and intestines of hoary bats (Lasiurus cinereus) found dead beneath wind turbines in New York and Texas to evaluate the hypothesis that bats die while feeding at turbines. Most of the bats we examined had full stomachs, indicating that they fed in the minutes to hours leading up to their deaths. However, we did not find prey in the mouths or throats of any bats that would indicate the bats died while capturing prey. Hoary bats fed mostly on moths, but we also detected the regular presence of beetles, true bugs, and crickets. Presence of terrestrial insects in stomachs indicates that bats may have gleaned them from the ground or the turbine surfaces, yet aerial capture of winged insect stages cannot be ruled out. Our findings confirm earlier studies that indicate hoary bats feed during migration and eat mostly moths. Future studies on bat behaviors and insect presence at wind turbines could help determine whether feeding at turbines is a major fatality risk for bats.",research,United States of America,44,21,21,3,67,WEST N AM NATURALIST,West. North Am. Naturalist,DEC,2013,73,4,10.3398/064.073.0404,http://dx.doi.org/10.3398/064.073.0404,,,9,Biodiversity Conservation; Ecology,Science Citation Index Expanded (SCI-EXPANDED),Biodiversity & Conservation; Environmental Sciences & Ecology
J,"Piorkowski, MD; O'Connell, TJ",Spatial Pattern of Summer Bat Mortality from Collisions with Wind Turbines in Mixed-grass Prairie,AMERICAN MIDLAND NATURALIST,English,Article,,TADARIDA-BRASILIENSIS-MEXICANA; ENERGY FACILITIES; NORTH-AMERICA; BUFFALO RIDGE; FATALITIES; MINNESOTA; BIRDS; HYPOTHESES; LASIURUS,"Spatial analysis that aims to identify site-specific hotspots of collision mortality from birds or bats striking wind turbines can potentially lead to mitigating measures that reduce mortality rates. During May-Jul. 2004 and 2005, we studied bird and bat mortality from collisions with wind turbines at a 102 megawatt, 68-turbine wind farm in the southern Great Plains, Oklahoma, USA. Standardized searches around turbine bases yielded 122 total carcasses of which 92 (75%) were found within 20 m of the turbine bases. We identified 111 carcasses of seven species of bats and 11 carcasses of 6 species of birds. Brazilian free-tailed bats (Tadarida brasiliensis) comprised 85% of bat carcasses collected. We corrected turbine collision estimates using searcher efficiency trials and a range of removal (i.e., scavenging) rates reported in the literature. Estimated bat turbine collisions ranged from 1.19-1.71 fatalities/turbine (1.03-1.37/megawatt). These data provide some of the first evidence for a steady rate of collision mortality of Brazilian free-tailed bats at a North American wind farm, most likely due to the site's proximity (similar to 15 km) to a maternity colony. Spatial analyses indicated no consistent pattern in mortality estimates relative to ground cover or topographic position; but collision mortality was higher at several individual turbines, all of which were located near the heads of eroded ravines.",research,United States of America,46,33,37,1,60,AM MIDL NAT,Am. Midl. Nat.,OCT,2010,164,2,10.1674/0003-0031-164.2.260,http://dx.doi.org/10.1674/0003-0031-164.2.260,,,10,Biodiversity Conservation; Ecology,Science Citation Index Expanded (SCI-EXPANDED),Biodiversity & Conservation; Environmental Sciences & Ecology
J,"Cryan, PM; Jameson, JW; Baerwald, EF; Willis, CKR; Barclay, RMR; Snider, EA; Crichton, EG",Evidence of Late-Summer Mating Readiness and Early Sexual Maturation in Migratory Tree-Roosting Bats Found Dead at Wind Turbines,PLOS ONE,English,Article,,FEMALE REPRODUCTIVE-TRACT; LONG-EARED BATS; PLECOTUS-AURITUS; PENILE SPINES; GLANS-PENIS; FATALITIES; CHIROPTERA; PATTERNS; SPERMATOZOA; SURVIVAL,"Understanding animal mating systems is an important component of their conservation, yet the precise mating times for many species of bats are unknown. The aim of this study was to better understand the details and timing of reproductive events in species of bats that die most frequently at wind turbines in North America, because such information can help inform conservation strategies. We examined the reproductive anatomy of hoary bats (Lasiurus cinereus), eastern red bats (L. borealis), and silver-haired bats (Lasionycteris noctivagans) found dead beneath industrial-scale wind turbines to learn more about when they mate. We evaluated 103 L. cinereus, 18 L. borealis, and 47 Ln. noctivagans from wind energy facilities in the United States and Canada. Histological analysis revealed that most male L. cinereus and L. borealis, as well as over half the Ln. noctivagans examined had sperm in the caudae epididymides by late August, indicating readiness to mate. Testes regression in male hoary bats coincided with enlargement of seminal vesicles and apparent growth of keratinized spines on the glans penis. Seasonality of these processes also suggests that mating could occur during August in L. cinereus. Spermatozoa were found in the uterus of an adult female hoary bat collected in September, but not in any other females. Ovaries of all females sampled had growing secondary or tertiary follicles, indicating sexual maturity even in first-year females. Lasiurus cinereus, L. borealis, and Ln. noctivagans are the only North American temperate bats in which most first-year young of both sexes are known to sexually mature in their first autumn. Our findings provide the first detailed information published on the seasonal timing of mating readiness in these species most affected by wind turbines.",research,United States of America,54,49,50,1,72,PLOS ONE,PLoS One,19-Oct,2012,7,10,10.1371/journal.pone.0047586,http://dx.doi.org/10.1371/journal.pone.0047586,,,9,Multidisciplinary Sciences,Science Citation Index Expanded (SCI-EXPANDED),Science & Technology - Other Topics
J,"Erickson, RA; Thogmartin, WE; Diffendorfer, JE; Russell, RE; Szymanski, JA",Effects of wind energy generation and white-nose syndrome on the viability of the Indiana bat,PEERJ,English,Article,Endangered species assessment; Full-annual-cycle; Migratory connectivity; Wind turbine mortality; White-nose syndrome; Population assessment; Indiana bat; Myotis sodalis,EXTINCTION RISK; MORTALITY; MODELS; VALIDATION; FACILITIES; FATALITY; PROTOCOL; DISEASE; IMPACT; FARMS,"Wind energy generation holds the potential to adversely affect wildlife populations. Species-wide effects are difficult to study and few, if any, studies examine effects of wind energy generation on any species across its entire range. One species that may be affected by wind energy generation is the endangered Indiana bat (Myotis sodalis), which is found in the eastern and midwestern United States. In addition to mortality from wind energy generation, the species also faces range-wide threats from the emerging infectious fungal disease, white-nose syndrome (WNS). White-nose syndrome, caused by Pseudogymnoascus destructans, disturbs hibernating bats leading to high levels of mortality. We used a spatially explicit full-annual-cycle model to investigate how wind turbine mortality and WNS may singly and then together affect population dynamics of this species. In the simulation, wind turbine mortality impacted the metapopulation dynamics of the species by causing extirpation of some of the smaller winter colonies. In general, effects of wind turbines were localized and focused on specific spatial subpopulations. Conversely, WNS had a depressive effect on the species across its range. Wind turbine mortality interacted with WNS and together these stressors had a larger impact than would be expected from either alone, principally because these stressors together act to reduce species abundance across the spectrum of population sizes. Our findings illustrate the importance of not only prioritizing the protection of large winter colonies as is currently done, but also of protecting metapopulation dynamics and migratory connectivity.",research,United States of America,79,21,21,0,68,PEERJ,PeerJ,22-Dec,2016,4,,10.7717/peerj.2830,http://dx.doi.org/10.7717/peerj.2830,,,19,Multidisciplinary Sciences,Science Citation Index Expanded (SCI-EXPANDED),Science & Technology - Other Topics
J,"Korstian, JM; Hale, AM; Bennett, VJ; Williams, DA",Using DNA barcoding to improve bat carcass identification at wind farms in the United States,CONSERVATION GENETICS RESOURCES,English,Article,Bat fatality monitoring; COI; Migratory tree bats; Myotis; Species identification; Wind energy,FATALITIES,"Bat fatality monitoring at wind turbines depends upon reliable identification of carcasses. Using reference mitochondrial cytochrome c oxidase I gene sequences mined from GENBANK and new sequences from collected samples, we constructed maximum likelihood trees including all 47 bat species found in the USA and tested the use of this locus for DNA barcoding these bat species. In this study, 80 % of species examined had distinct barcodes, including species currently listed as threatened or endangered. Nine of 17 Myotis bat species examined did not form distinct clades and had very low inter-specific genetic distances (1.4 %), thereby making this barcoding technique unreliable for some members of this genus. We then applied this technique to DNA samples from 892 bats salvaged from wind farms across four states. Using DNA barcoding, we were able to identify 14 carcasses to species that could not be identified in the field due to extensive decomposition and scavenging, and determined that another 18 carcasses had been misidentified in the field. Furthermore, we found field misidentifications increased with time until discovery. We conclude that DNA barcoding can improve the identification of salvaged bat carcasses especially when rare and uncommon species are encountered. This technique has other practical applications, such as identifying remains from hibernacula (potentially including carcasses of unknown bats with white-nose syndrome) or identifying species from fecal samples at roost sites or other locales.",research,United States of America,28,14,14,1,29,CONSERV GENET RESOUR,Conserv. Genet. Resour.,MAR,2016,8,1,10.1007/s12686-015-0509-4,http://dx.doi.org/10.1007/s12686-015-0509-4,,,8,Biodiversity Conservation; Genetics & Heredity,Science Citation Index Expanded (SCI-EXPANDED),Biodiversity & Conservation; Genetics & Heredity
J,"Lloyd, JD; Butryn, R; Pearman-Gillman, S; Allison, TD",Seasonal patterns of bird and bat collision fatalities at wind turbines,PLOS ONE,English,Article,,TADARIDA-BRASILIENSIS; FACILITIES,"Information on when birds and bats die from collisions with wind turbines can help refine efforts to minimize fatalities via curtailment of energy productions and can offer insight into the risk factors associated with collision fatalities. Using data pooled from 114 post-construction monitoring studies conducted at wind facilities across the United States, we described seasonal patterns of fatalities among birds and bats. Bat fatalities peaked in the fall. Silver-haired bat (Lasionycteris noctivagans), a long-distance migrant, and Mexican free-tailed bat (Tadarida brasiliensis) both showed maximum fatality counts later in the year-October and November, respectively-than any other bat species. The other common species in our sample-hoary bat (Aeorestes cinereus), Eastern red bat (Lasiurus borealis), and big brown bat (Eptesicus fuscus)-showed broadly overlapping peaks of fatality counts in August. Fatalities of silver-haired bat showed a smaller spring peak in some ecoregions; no other bat species exhibited this pattern. Seasonal patterns of bird fatalities varied among guilds. Woodland birds, many of which were long-distance migrants, showed two peaks in fatalities corresponding to spring and fall migration. Grassland birds and soaring birds, most of which were resident or short-distance migrants, did not exhibit strong seasonal peaks in fatalities. Species in these guilds tend to inhabit regions with extensive wind-energy development year-round, which may explain the more consistent numbers of fatalities that we observed. Our results highlight the value of pooling data to develop science-based solutions to reduce conflicts between wind-energy development and wildlife but also emphasize the need for more extensive data and standardization of post-construction monitoring to support more robust inferences regarding wind-wildlife interactions and collision risk.",research,United States of America,26,0,0,6,6,PLOS ONE,PLoS One,10-May,2023,18,5,10.1371/journal.pone.0284778,http://dx.doi.org/10.1371/journal.pone.0284778,,,17,Multidisciplinary Sciences,Science Citation Index Expanded (SCI-EXPANDED),Science & Technology - Other Topics
J,"Choi, DY; Wittig, TW; Kluever, BM",An evaluation of bird and bat mortality at wind turbines in the Northeastern United States,PLOS ONE,English,Article,,ENERGY FACILITIES; GUY WIRES; NORTH; FATALITIES; POPULATION; COLLISIONS; MIGRATION; TOWER; EXPLORATION; CARCASSES,"Wind energy offers substantial environmental benefits, but wind facilities can negatively impact wildlife, including birds and bats. Researchers and managers have made major efforts to chronicle bird and bat mortality associated with wind facilities, but few studies have examined the patterns and underlying mechanisms of spatial patterns of fatalities at wind facilities. Understanding the horizontal fall distance between a carcass and the nearest turbine pole is important in designing effective search protocols and estimating total mortality. We explored patterns in taxonomic composition and fall distance of bird and bat carcasses at wind facilities in the Northeastern United States using publicly available data and data submitted to the US Fish and Wildlife Service under scientific collecting and special purpose utility permits for collection and study of migratory birds. Forty-four wind facilities reported 2,039 bird fatalities spanning 128 species and 22 facilities reported 418 bat fatalities spanning five species. Relative to long-distance migratory birds, short-distance migrants were found farther from turbines. Body mass of birds and bats positively influenced fall distance. Turbine size positively influenced fall distance of birds and bats when analyzed collectively and of birds when analyzed separately from bats. This suggests that as turbines increase in size, a greater search radius will be necessary to detect carcasses. Bird and bat fall distance distributions were notably multimodal, but only birds exhibited a high peak near turbine bases, a novel finding we attribute to collisions with turbine poles in addition to blades. This phenomenon varied across bird species, with potential implications for the accuracy of mortality estimates. Although pole collisions for birds is intuitive, this phenomenon has not been formally recognized. This finding may warrant an updated view of turbines as a collision threat to birds because they are a tall structure, and not strictly as a function of their motion.",research,United States of America,97,9,9,2,32,PLOS ONE,PLoS One,28-Aug,2020,15,8,10.1371/journal.pone.0238034,http://dx.doi.org/10.1371/journal.pone.0238034,,,22,Multidisciplinary Sciences,Science Citation Index Expanded (SCI-EXPANDED),Science & Technology - Other Topics
J,"Rollins, KE; Meyerholz, DK; Johnson, GD; Capparella, AP; Loew, SS",A Forensic Investigation Into the Etiology of Bat Mortality at a Wind Farm: Barotrauma or Traumatic Injury?,VETERINARY PATHOLOGY,English,Article,artifact; barotrauma; bat mortality; edema; hemorrhage; lung; traumatic injury; wind farm,FATALITIES; MARKER; DEATH,"Migrating bats have increased mortality near moving turbine blades at wind farms. The authors evaluated competing hypotheses of barotrauma and traumatic injury to determine the cause. They first examined the utility of lungs from salvaged bat carcasses for histopathologic diagnosis of barotrauma and studied laboratory mice as a model system. Postmortem time, environmental temperature, and freezing of carcasses all affected the development of vascular congestion, hemorrhage, and edema. These common tissue artifacts mimicked the diagnostic criteria of pulmonary barotrauma; therefore, lung tissues from salvaged bats should not be used for barotrauma diagnosis. The authors next compared wind farm (WF) bats to building collision (BC) bats collected near downtown Chicago buildings. WF bats had an increased incidence in fracture cases and specific bone fractures and had more external lacerations than BC bats. WF bats had additional features of traumatic injury, including diaphragmatic hernia, subcutaneous hemorrhage, and bone marrow emboli. In summary, 73% (190 of 262) of WF bats had lesions consistent with traumatic injury. The authors then examined for ruptured tympana, a sensitive marker of barotrauma in humans. BC bats had only 1 case (2%, 1 of 42), but this was attributed to concurrent cranial fractures, whereas WF bats had a 20% (16 of 81) incidence. When cases with concurrent traumatic injury were excluded, this yielded a small fraction (6%, 5 of 81) of WF bats with lesions possibly consistent with barotrauma etiology. Forensic pathology examination of the data strongly suggests that traumatic injury is the major cause of bat mortality at wind farms and, at best, barotrauma is a minor etiology.",research,United States of America,42,43,48,0,100,VET PATHOL,Vet. Pathol.,MAR,2012,49,2,10.1177/0300985812436745,http://dx.doi.org/10.1177/0300985812436745,,,10,Pathology; Veterinary Sciences,Science Citation Index Expanded (SCI-EXPANDED),Pathology; Veterinary Sciences
J,"Prakash, S; Markfort, CD",A Monte-Carlo based 3-D ballistics model for guiding bat carcass surveys using environmental and turbine operational data,ECOLOGICAL MODELLING,English,Article,Ballistics model; Bat carcass survey; Monte-Carlo; Probability density function; SCADA; Wind energy impacts,WIND ENERGY DEVELOPMENT; BIRD; IMPACTS; COLLISION; FARMS; AREAS,"Wind turbines cause direct mortality of bats through collision with turbine blades. However, accurate bat fatality estimates are unavailable for many facilities and regions due to lack of physically consistent guidance for surveying bat carcasses. We develop a Monte-Carlo based 3-D ballistics model to address this important gap to guide carcass surveys, help improve fatality estimates by combining it with statistical models and offer postconstruction impact assessment guidelines. Monte-Carlo simulations account for variability of environmentally relevant parameters and subsequently the variability of the generated carcass fall zone distributions. The input parameters are bat characteristics, including mass, size, and drag coefficient, wind speed, turbine RPM, yaw, bat flight speed, bat strike angle, and bat strike locations on the rotor. Using turbine SCADA (Supervisory Control and Data Acquisition), bat biometrics data, and carcass drag coefficient range, probability density functions of the input parameters were computed. With the help of carcass survey and SCADA details, bat fatalities were selected, and Monte-Carlo based ballistics model simulations were performed using corresponding values of the input parameters of the ballistics model. The surveyed carcass location for a bat found on the same day was in good agreement with the modelled fall zone distribution, providing a measure of model validation. Next, simulations were conducted for a bat fatality for which the carcass was found four days after collision. It was found that the observed location was within the modeled fall zone distribution showing the model capacity for planning surveys. Further, Monte-Carlo based 3-D ballistics model simulations were performed for the full migration season and the resulting 1-D (radial) and 2-D (surface) histograms were compared with the survey 1-D and 2-D histograms, respectively. The modelled 2-D fall zone distribution hot spot overlaps with surveyed carcass positions indicating the model robustness over a wide range of meteorological conditions and time scales. However, by comparison, the modeled 1-D fall zone distribution was found to be different from the surveyed 1-D fall zone distribution. We hypothesize that uncertainty in bat radial strike location (distribution of bat collisions on turbine blades in radial direction) distribution is primary source of difference between the surveyed and modelled 1D fall zone distribution. There are no measurements available for this key input parameter. As a next step, the sensitivity of carcass fall zone distributions with respect to bat radial strike location distributions were tested. It was found that the probability density function for bat radial strike location affects the modelled fall zone distributions significantly. There is a need to measure bat radial and angular strike locations which can be used as input in the ballistics modeling framework to improve prediction of carcass fall zone distributions. The proposed model is useful for carcass survey planning, improving survey estimates, designing turbine curtailment studies, and collision risk modeling.",research,United States of America,39,0,0,0,6,ECOL MODEL,Ecol. Model.,AUG,2022,470,,10.1016/j.ecolmodel.2022.110029,http://dx.doi.org/10.1016/j.ecolmodel.2022.110029,,22-May,14,Ecology,Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology
